TimeStamp,Vehicle,Report Version,Total Battery Power (mW/h),Solar Power Generated (mW),Output Port Power (mW),Battery Charging Power (mW),Battery Charging Current (mA),Number of Ports ,Port # (1),Module # (1),Port Status (1),Port # (2),Module # (2),Port Status (2),Port # (3),Module # (3),Port Status (3),Port # (4),Module # (4),Port Status (4),Port # (5),Module # (5),Port Status (5),Port # (6),Module # (6),Port Status (6),Port # (7),Module # (7),Port Status (7),Port # (8),Module # (8),Port Status (8),Port # (9),Module # (9),Port Status (9),Port # (10),Module # (10),Port Status (10),Port # (11),Module # (11),Port Status (11),Port # (12),Module # (12),Port Status (12),Port # (13),Module # (13),Port Status (13),Port # (14),Module # (14),Port Status (14),Port # (15),Module # (15),Port Status (15),Port # (16),Module # (16),Port Status (16),Port # (17),Module # (17),Port Status (17),Port # (18),Module # (18),Port Status (18),Port # (19),Module # (19),Port Status (19),Port # (20),Module # (20),Port Status (20),Port # (21),Module # (21),Port Status (21),Port # (22),Module # (22),Port Status (22),Port # (23),Module # (23),Port Status (23),,
12.11.2016 7:05 AM,WAVE_UB,1,659448,10587,8733,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
12.11.2016 6:05 AM,WAVE_UB,1,662673,11579,8784,-8,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
12.11.2016 5:05 AM,WAVE_UB,1,662154,11933,8793,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
12.11.2016 4:05 AM,WAVE_UB,1,662154,11707,8914,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
12.11.2016 3:05 AM,WAVE_UB,1,662154,11713,8847,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
12.11.2016 2:05 AM,WAVE_UB,1,662168,10916,8726,395,23,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
12.11.2016 2:00 AM,WAVE_UB,1,662168,10916,8726,395,23,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 8:59 AM,WAVE_UB,1,658598,8289,7018,-300,-17,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 7:59 AM,WAVE_UB,1,662343,11469,8822,-8,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 6:59 AM,WAVE_UB,1,662343,11709,8812,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 5:59 AM,WAVE_UB,1,662400,11476,8934,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 4:59 AM,WAVE_UB,1,662400,46786,57087,-1598,-95,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 3:59 AM,WAVE_UB,1,663279,24410,42690,-65,-3,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 3:34 AM,WAVE_UB,1,663279,11323,8815,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 2:59 AM,WAVE_UB,1,663409,10354,8710,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 2:31 AM,WAVE_UB,1,663409,8934,7242,0,0,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 1:59 AM,WAVE_UB,1,663423,7673,5568,0,0,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 1:12 AM,WAVE_UB,1,663221,11455,10530,-698,-41,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0100,1,5,0000,2,5,0000,3,5,0100,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
11.11.2016 1:11 AM,WAVE_UB,1,663221,11455,10530,-698,-41,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0100,1,5,0000,2,5,0000,3,5,0100,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
10.11.2016 7:33 AM,WAVE_UB,1,664185,8087,5764,0,0,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
10.11.2016 6:33 AM,WAVE_UB,1,664185,7611,5591,0,0,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
10.11.2016 5:33 AM,WAVE_UB,1,664185,7529,5589,0,0,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
10.11.2016 4:56 AM,WAVE_UB,1,664185,12113,10231,0,0,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0100,1,5,0000,2,5,0000,3,5,0100,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
09.11.2016 6:55 AM,WAVE_UB,1,684561,7808,5653,0,0,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
09.11.2016 5:55 AM,WAVE_UB,1,684561,7782,5597,0,0,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
09.11.2016 4:55 AM,WAVE_UB,1,684561,42703,5560,34126,2034,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
09.11.2016 3:55 AM,WAVE_UB,1,654466,86498,5943,76465,4622,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
09.11.2016 2:55 AM,WAVE_UB,1,634738,71397,5750,62337,3790,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
08.11.2016 8:45 AM,WAVE_UB,1,588356,11181,5601,3546,221,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
08.11.2016 7:45 AM,WAVE_UB,1,576202,38068,10323,25003,1561,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0000,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
